target,feature_1,feature_2,feature_3,avg_R2,avg_MSE
sigma_110_s,Nb,C11,tao_112_iss,0.5098339777290604,90416.29556360678
sigma_110_s,Nb,C11,tao_123_iss,0.27350576353618256,134009.52865937504
sigma_110_s,Nb,C12,C44,0.09404614865959986,167112.74847301436
sigma_110_s,Nb,C12,Ac,0.5091699973519007,90538.77375120443
sigma_110_s,Nb,C12,Ecoh_(eV),0.28597359812682793,131709.70499521485
sigma_110_s,Nb,C12,gamma_110_usf,0.039379346106399295,177196.61710647788
sigma_110_s,Nb,C12,gamma_112_usf,0.12720395872953857,160996.44048896487
sigma_110_s,Nb,C12,gamma_123_usf,0.02145129992182614,180503.63442112633
sigma_110_s,Nb,C12,tao_110_iss,0.5081929693472215,90718.9968773112
sigma_110_s,Nb,C12,tao_112_iss,0.5113534553437699,90136.0118824219
sigma_110_s,Nb,C12,tao_123_iss,0.39314720995715513,111940.4012826172
sigma_110_s,Nb,C44,Ac,0.3082090892967458,127608.13399625651
sigma_110_s,Nb,C44,tao_110_iss,0.4326655559791219,104650.825319043
sigma_110_s,Nb,C44,tao_112_iss,0.45896155361927177,99800.25105084637
sigma_110_s,Nb,C44,tao_123_iss,0.146267324966351,157480.0014095703
sigma_110_s,Nb,Ac,Ecoh_(eV),0.38642225900035504,113180.88945546874
sigma_110_s,Nb,Ac,gamma_110_usf,0.4793284270931886,96043.3663055664
sigma_110_s,Nb,Ac,gamma_112_usf,0.39699170654004345,111231.2433166667
sigma_110_s,Nb,Ac,gamma_123_usf,0.33075549578788127,123449.21138518881
sigma_110_s,Nb,Ac,tao_110_iss,0.3829900190393163,113814.00233694662
sigma_110_s,Nb,Ac,tao_112_iss,0.5033909472903104,91604.78052177739
sigma_110_s,Nb,Ac,tao_123_iss,0.3562168152195475,118752.60232096356
sigma_110_s,Nb,Ecoh_(eV),gamma_110_usf,0.10337468700657454,165392.00113020834
sigma_110_s,Nb,Ecoh_(eV),gamma_123_usf,0.048272505092110125,175556.18008144535
sigma_110_s,Nb,Ecoh_(eV),tao_110_iss,0.3078842875638283,127668.04710354818
sigma_110_s,Nb,Ecoh_(eV),tao_112_iss,0.24617193548233154,139051.54169967448
sigma_110_s,Nb,gamma_110_usf,tao_110_iss,0.16773693163100845,153519.70589003907
sigma_110_s,Nb,gamma_110_usf,tao_112_iss,0.23630381188936353,140871.82123538415
sigma_110_s,Nb,gamma_110_usf,tao_123_iss,0.10004069118019703,166006.99184427087
sigma_110_s,Nb,gamma_112_usf,tao_110_iss,0.25794137610091533,136880.5441738607
sigma_110_s,Nb,gamma_112_usf,tao_112_iss,0.32890857149735403,123789.89606129559
sigma_110_s,Nb,gamma_112_usf,tao_123_iss,0.06450623144915647,172561.6979392578
sigma_110_s,Nb,gamma_123_usf,tao_110_iss,0.18844407734412205,149700.054339323
sigma_110_s,Nb,gamma_123_usf,tao_112_iss,0.2755118425848337,133639.4862085612
sigma_110_s,Nb,gamma_123_usf,tao_123_iss,0.2605765249431556,136394.46316100258
sigma_110_s,Nb,tao_110_iss,tao_112_iss,0.2516487401725137,138041.28727747395
sigma_110_s,Nb,tao_110_iss,tao_123_iss,0.11515970273720688,163218.130610612
sigma_110_s,Ta,Ti,a0,0.510872629749693,90224.7052374349
sigma_110_s,Ta,Ti,C11,0.23522096084638644,141071.56453766278
sigma_110_s,Ta,Ti,C12,0.09604188520226127,166744.6138065755
sigma_110_s,Ta,Ti,Ac,0.14092929243742514,158464.657842155
sigma_110_s,Ta,Ti,tao_110_iss,0.2946850059184571,130102.79389596354
sigma_110_s,Ta,Ti,tao_112_iss,0.3536467630491931,119226.67556572269
sigma_110_s,Ta,Mo,eta,0.48172114049165676,95602.00506874999
sigma_110_s,Ta,Mo,a0,0.5339561950961114,85966.69800683593
sigma_110_s,Ta,Mo,C11,0.5493203411349253,83132.61913108728
sigma_110_s,Ta,Mo,C12,0.142585787074062,158159.0999253255
sigma_110_s,Ta,Mo,C44,0.15308982375326083,156221.51951002606
sigma_110_s,Ta,Mo,Ac,0.5474772103060965,83472.60406315106
sigma_110_s,Ta,Mo,Ecoh_(eV),0.34489595769546827,120840.85396106774
sigma_110_s,Ta,Mo,gamma_110_usf,0.04322679615710632,176486.91434222006
sigma_110_s,Ta,Mo,gamma_112_usf,0.10987108624999002,164193.67173281254
sigma_110_s,Ta,Mo,gamma_123_usf,0.06877111436127152,171774.99527851562
sigma_110_s,Ta,Mo,tao_110_iss,0.540686416616463,84725.23762291667
sigma_110_s,Ta,Mo,tao_112_iss,0.5261349565860419,87409.40798808595
sigma_110_s,Ta,Mo,tao_123_iss,0.32230002573723393,125008.91206718747
sigma_110_s,Ta,Hf,eta,0.04300796854527738,176527.27940452474
sigma_110_s,Ta,Hf,a0,0.5328418691359504,86172.24718974608
sigma_110_s,Ta,Hf,C11,0.40678880430504366,109424.06524446614
sigma_110_s,Ta,Hf,C12,0.43560116608912675,104109.32105455727
sigma_110_s,Ta,Hf,Ac,0.31708642634390877,125970.61549475913
sigma_110_s,Ta,Hf,gamma_110_usf,0.16700923100048568,153653.93795081376
sigma_110_s,Ta,Hf,gamma_112_usf,0.20446158659606495,146745.45572392576
sigma_110_s,Ta,Hf,gamma_123_usf,0.16823535872683412,153427.76575227865
sigma_110_s,Ta,Hf,tao_110_iss,0.3717821523380865,115881.41162737629
sigma_110_s,Ta,Hf,tao_112_iss,0.39511556567760775,111577.31729778646
sigma_110_s,Ta,Hf,tao_123_iss,0.3190527419818625,125607.90782467446
sigma_110_s,Ta,Zr,eta,0.010774891551525898,182473.01061389977
sigma_110_s,Ta,Zr,a0,0.5174146750906315,89017.95593564452
sigma_110_s,Ta,Zr,C11,0.39057158946522735,112415.50166305341
sigma_110_s,Ta,Zr,C12,0.11007454892413908,164156.14089541012
sigma_110_s,Ta,Zr,Ac,0.4460495987714828,102181.99738326824
sigma_110_s,Ta,Zr,tao_110_iss,0.4347918703975772,104258.60418541664
sigma_110_s,Ta,Zr,tao_112_iss,0.28117720814157027,132594.4497446289
sigma_110_s,Ta,eta,a0,0.36197224431034075,117690.95268772785
sigma_110_s,Ta,eta,C11,0.35472511890329517,119027.76144847006
sigma_110_s,Ta,eta,C12,0.5141278967226819,89624.23689121094
sigma_110_s,Ta,eta,C44,0.008642642121478195,182866.3265230469
sigma_110_s,Ta,eta,Ac,0.19217084537581583,149012.61264703775
sigma_110_s,Ta,eta,Ecoh_(eV),0.013035113542971793,182056.08881529947
sigma_110_s,Ta,eta,gamma_110_usf,0.17579078612994106,152034.08743483076
sigma_110_s,Ta,eta,gamma_112_usf,0.19618955530513418,148271.31919085284
sigma_110_s,Ta,eta,gamma_123_usf,0.28973356501182296,131016.13942408851
sigma_110_s,Ta,eta,tao_110_iss,0.25763429055929005,136937.1893427083
sigma_110_s,Ta,eta,tao_112_iss,0.3259833122471606,124329.49100045575
sigma_110_s,Ta,eta,tao_123_iss,0.25881722514382977,136718.98457499998
sigma_110_s,Ta,a0,C11,0.5414512451133177,84584.1569353841
sigma_110_s,Ta,a0,C12,0.5317967402478107,86365.03224248048
sigma_110_s,Ta,a0,C44,0.4880470214780848,94435.12956334635
sigma_110_s,Ta,a0,Ac,0.5066589481898208,91001.9632684245
sigma_110_s,Ta,a0,Ecoh_(eV),0.45519357431428503,100495.29459739586
sigma_110_s,Ta,a0,gamma_110_usf,0.49746486631879944,92697.9086953125
sigma_110_s,Ta,a0,gamma_112_usf,0.4185773981430301,107249.53470520832
sigma_110_s,Ta,a0,gamma_123_usf,0.5047722936995275,91349.97659915364
sigma_110_s,Ta,a0,tao_110_iss,0.6323467957895085,67817.51338616537
sigma_110_s,Ta,a0,tao_112_iss,0.6314194781128305,67988.5669176758
sigma_110_s,Ta,a0,tao_123_iss,0.6026330012665051,73298.53635764975
sigma_110_s,Ta,C11,C12,0.3723209643842415,115782.02205934246
sigma_110_s,Ta,C11,C44,0.11528179763857828,163195.60891757812
sigma_110_s,Ta,C11,Ac,0.4336437685559618,104470.3836861003
sigma_110_s,Ta,C11,Ecoh_(eV),0.23067679643761055,141909.7836177409
sigma_110_s,Ta,C11,gamma_110_usf,0.19370060586563972,148730.43218102216
sigma_110_s,Ta,C11,gamma_112_usf,0.22205028831468163,143501.03407714842
sigma_110_s,Ta,C11,gamma_123_usf,0.29218548106833264,130563.8576322266
sigma_110_s,Ta,C11,tao_110_iss,0.48803407680701466,94437.51734453127
sigma_110_s,Ta,C11,tao_112_iss,0.45739050566993167,100090.04742447917
sigma_110_s,Ta,C11,tao_123_iss,0.3849250028972344,113457.07414433594
sigma_110_s,Ta,C12,C44,0.04629261282773659,175921.3921035482
sigma_110_s,Ta,C12,Ac,0.5101660602797083,90355.03943264975
sigma_110_s,Ta,C12,Ecoh_(eV),0.2438991855434686,139470.77441038413
sigma_110_s,Ta,C12,gamma_110_usf,0.10309934595284564,165442.79069326172
sigma_110_s,Ta,C12,gamma_112_usf,0.13594635995678814,159383.81232343748
sigma_110_s,Ta,C12,gamma_123_usf,0.050148798943231813,175210.07787994793
sigma_110_s,Ta,C12,tao_110_iss,0.39615516917358323,111385.55146194661
sigma_110_s,Ta,C12,tao_112_iss,0.369462662166389,116309.26606728516
sigma_110_s,Ta,C12,tao_123_iss,0.30529793932023613,128145.12633098957
sigma_110_s,Ta,C44,Ac,0.4259204396788119,105895.03320231118
sigma_110_s,Ta,C44,tao_110_iss,0.38566313706883587,113320.9175068034
sigma_110_s,Ta,C44,tao_112_iss,0.42839948462058447,105437.74720126955
sigma_110_s,Ta,C44,tao_123_iss,0.2874070612130324,131445.28760152994
sigma_110_s,Ta,Ac,Ecoh_(eV),0.3788898283036887,114570.32578772788
sigma_110_s,Ta,Ac,gamma_110_usf,0.37905656400369825,114539.56962828776
sigma_110_s,Ta,Ac,gamma_112_usf,0.3417128058880204,121428.01990397135
sigma_110_s,Ta,Ac,gamma_123_usf,0.3954095352298823,111523.09151158853
sigma_110_s,Ta,Ac,tao_110_iss,0.39950715723336244,110767.2418905599
sigma_110_s,Ta,Ac,tao_112_iss,0.46359896766650244,98944.83109088543
sigma_110_s,Ta,Ac,tao_123_iss,0.32907247289158964,123759.66271946614
sigma_110_s,Ta,Ecoh_(eV),gamma_123_usf,0.008556522039550587,182882.2122809896
sigma_110_s,Ta,Ecoh_(eV),tao_110_iss,0.27459725460994283,133808.1916122396
sigma_110_s,Ta,Ecoh_(eV),tao_112_iss,0.31857951788263467,125695.19900374352
sigma_110_s,Ta,gamma_110_usf,tao_110_iss,0.1978042498190088,147973.47174778648
sigma_110_s,Ta,gamma_110_usf,tao_112_iss,0.08229853596122651,169279.71960859376
sigma_110_s,Ta,gamma_110_usf,tao_123_iss,0.06981205645715953,171582.98252379554
sigma_110_s,Ta,gamma_112_usf,tao_110_iss,0.15675611750404309,155545.23293704426
sigma_110_s,Ta,gamma_112_usf,tao_112_iss,0.3128772638714272,126747.03993238932
sigma_110_s,Ta,gamma_112_usf,tao_123_iss,0.019984643759654353,180774.1746279622
sigma_110_s,Ta,gamma_123_usf,tao_110_iss,0.24290354776160636,139654.4303062826
sigma_110_s,Ta,gamma_123_usf,tao_112_iss,0.2311203490930177,141827.9656496094
sigma_110_s,Ta,gamma_123_usf,tao_123_iss,0.08429067887354608,168912.24782519529
sigma_110_s,Ta,tao_110_iss,tao_112_iss,0.4022935560292294,110253.26122760419
sigma_110_s,Ta,tao_110_iss,tao_123_iss,0.2611165897874052,136294.84250113936
sigma_110_s,Ta,tao_112_iss,tao_123_iss,0.2335041597100952,141388.24662477212
sigma_110_s,Ti,Mo,eta,0.3163862812253691,126099.76465055335
sigma_110_s,Ti,Mo,a0,0.48870518119013434,94313.72505885416
sigma_110_s,Ti,Mo,C11,0.41671084378445067,107593.84035452474
sigma_110_s,Ti,Mo,C12,0.16622022071626147,153799.47922421872
sigma_110_s,Ti,Mo,C44,0.09663338196037785,166635.50598743497
sigma_110_s,Ti,Mo,Ac,0.48746734971920036,94542.05613658855
sigma_110_s,Ti,Mo,Ecoh_(eV),0.328890933626182,123793.14955276693
sigma_110_s,Ti,Mo,gamma_110_usf,0.08139657947504406,169446.09500087894
sigma_110_s,Ti,Mo,gamma_112_usf,0.05037844027107365,175167.7181136068
sigma_110_s,Ti,Mo,gamma_123_usf,0.0678160939282579,171951.15887578126
sigma_110_s,Ti,Mo,tao_110_iss,0.5323247760805015,86267.6304607422
sigma_110_s,Ti,Mo,tao_112_iss,0.46481647429837286,98720.24914420572
sigma_110_s,Ti,Mo,tao_123_iss,0.4039769904928452,109942.73397539061
sigma_110_s,Ti,Hf,a0,0.5293795810612393,86810.90276289062
sigma_110_s,Ti,Hf,C11,0.29452998146926024,130131.38979160157
sigma_110_s,Ti,Hf,C12,0.47690481243190286,96490.42760641273
sigma_110_s,Ti,Hf,Ac,0.36897919321836375,116398.44701682945
sigma_110_s,Ti,Hf,gamma_110_usf,0.12459907543450614,161476.9387022461
sigma_110_s,Ti,Hf,gamma_112_usf,0.16160972850559358,154649.93316731768
sigma_110_s,Ti,Hf,gamma_123_usf,0.1771611049548696,151781.31766650392
sigma_110_s,Ti,Hf,tao_110_iss,0.46308638933164964,99039.38157402344
sigma_110_s,Ti,Hf,tao_112_iss,0.2731595691842455,134073.38786100261
sigma_110_s,Ti,Hf,tao_123_iss,0.15664566390218604,155565.60726953123
sigma_110_s,Ti,Zr,a0,0.48671296844916423,94681.20972288412
sigma_110_s,Ti,Zr,C11,0.35146648544791875,119628.85077789713
sigma_110_s,Ti,Zr,C12,0.21075875645084008,145583.87628974605
sigma_110_s,Ti,Zr,Ac,0.3000304385136289,129116.77244306642
sigma_110_s,Ti,Zr,tao_110_iss,0.2925807974377471,130490.93735608726
sigma_110_s,Ti,Zr,tao_112_iss,0.2514555588212332,138076.92161637373
sigma_110_s,Ti,eta,a0,0.3197998130097918,125470.10268968098
sigma_110_s,Ti,eta,C11,0.2924892470500069,130507.82479124347
sigma_110_s,Ti,eta,C12,0.4742149544152488,96986.60030384113
sigma_110_s,Ti,eta,Ac,0.23871762049153764,140426.568765625
sigma_110_s,Ti,eta,gamma_110_usf,0.17594344005780685,152005.92880686853
sigma_110_s,Ti,eta,gamma_112_usf,0.09659782367117442,166642.0650891276
sigma_110_s,Ti,eta,gamma_123_usf,0.21067614583809444,145599.1146890625
sigma_110_s,Ti,eta,tao_110_iss,0.271966326839952,134293.49400377602
sigma_110_s,Ti,eta,tao_112_iss,0.21837606346951846,144178.78362418618
sigma_110_s,Ti,eta,tao_123_iss,0.22947968468645583,142130.60351344402
sigma_110_s,Ti,a0,C11,0.42163679882468436,106685.19596341146
sigma_110_s,Ti,a0,C12,0.5883313848719224,75936.6204275716
sigma_110_s,Ti,a0,C44,0.4017127112922039,110360.404169043
sigma_110_s,Ti,a0,Ac,0.4558149353691791,100380.67799355472
sigma_110_s,Ti,a0,Ecoh_(eV),0.5804629471530783,77388.03680097657
sigma_110_s,Ti,a0,gamma_110_usf,0.20333383072724498,146953.4821952148
sigma_110_s,Ti,a0,gamma_112_usf,0.360788728974799,117909.26458108723
sigma_110_s,Ti,a0,gamma_123_usf,0.4662119849277054,98462.8324817057
sigma_110_s,Ti,a0,tao_110_iss,0.5113580361211084,90135.1669097005
sigma_110_s,Ti,a0,tao_112_iss,0.6388443843652347,66618.96460387368
sigma_110_s,Ti,a0,tao_123_iss,0.495676703396906,93027.75421686198
sigma_110_s,Ti,C11,C12,0.2956228754474874,129929.7939639323
sigma_110_s,Ti,C11,Ac,0.4546734268909795,100591.24127877607
sigma_110_s,Ti,C11,Ecoh_(eV),0.2857931321847082,131742.99384270833
sigma_110_s,Ti,C11,gamma_110_usf,0.12908270961957877,160649.88506070964
sigma_110_s,Ti,C11,gamma_112_usf,0.23112576721380637,141826.96622005213
sigma_110_s,Ti,C11,gamma_123_usf,0.024441836834604592,179951.9983282227
sigma_110_s,Ti,C11,tao_110_iss,0.3436122385329002,121077.64950777998
sigma_110_s,Ti,C11,tao_112_iss,0.3245608978558587,124591.87034576824
sigma_110_s,Ti,C11,tao_123_iss,0.23348222948760164,141392.2918857422
sigma_110_s,Ti,C12,C44,0.14402613874633347,157893.4118592448
sigma_110_s,Ti,C12,Ac,0.5125094969360601,89922.76781093753
sigma_110_s,Ti,C12,Ecoh_(eV),0.29134232781253916,130719.38614811197
sigma_110_s,Ti,C12,gamma_110_usf,0.0211420419002733,180560.6803268229
sigma_110_s,Ti,C12,gamma_123_usf,0.06928884060543121,171679.49520917967
sigma_110_s,Ti,C12,tao_110_iss,0.36040567243303995,117979.92340263673
sigma_110_s,Ti,C12,tao_112_iss,0.24834750107761158,138650.2356667318
sigma_110_s,Ti,C12,tao_123_iss,0.314877621684643,126378.05282382811
sigma_110_s,Ti,C44,Ac,0.4442443793057765,102514.98916432292
sigma_110_s,Ti,C44,tao_110_iss,0.421002010054146,106802.2894511068
sigma_110_s,Ti,C44,tao_112_iss,0.3566835090659057,118666.51571595053
