target,feature_1,feature_2,feature_3,avg_R2,avg_MSE
sigma_110_s,eta,gamma_123_usf,tao_110_iss,0.23755701024657924,140640.65557330727
sigma_110_s,eta,gamma_123_usf,tao_112_iss,0.2660671409940574,135381.66108756507
sigma_110_s,eta,gamma_123_usf,tao_123_iss,0.22341307006261024,143249.65460221353
sigma_110_s,eta,tao_110_iss,tao_112_iss,0.26342655258811826,135868.74548535157
sigma_110_s,eta,tao_110_iss,tao_123_iss,0.32726434876927835,124093.19029508466
sigma_110_s,eta,tao_112_iss,tao_123_iss,0.27976320972435365,132855.27667470704
sigma_110_s,a0,C11,C12,0.5503662941496609,82939.68205950521
sigma_110_s,a0,C11,C44,0.48214866006214097,95523.14457233074
sigma_110_s,a0,C11,Ac,0.5444294747128829,84034.79105628256
sigma_110_s,a0,C11,Ecoh_(eV),0.4738649201593564,97051.16781627604
sigma_110_s,a0,C11,gamma_110_usf,0.5788925141397959,77677.71974316408
sigma_110_s,a0,C11,gamma_112_usf,0.5120841292360693,90001.23137213541
sigma_110_s,a0,C11,gamma_123_usf,0.45389276717051397,100735.24220257164
sigma_110_s,a0,C11,tao_110_iss,0.4607628355870075,99467.98558284507
sigma_110_s,a0,C11,tao_112_iss,0.5178172815593101,88943.69092376303
sigma_110_s,a0,C11,tao_123_iss,0.5968898261092097,74357.92562353516
sigma_110_s,a0,C12,C44,0.521965412262389,88178.52444007165
sigma_110_s,a0,C12,Ac,0.5581720350929142,81499.83076800131
sigma_110_s,a0,C12,Ecoh_(eV),0.5874958184772311,76090.74946686199
sigma_110_s,a0,C12,gamma_110_usf,0.37583325539641127,115134.14291669922
sigma_110_s,a0,C12,gamma_112_usf,0.556355938486529,81834.8289524414
sigma_110_s,a0,C12,gamma_123_usf,0.5500037402442316,83006.55895341795
sigma_110_s,a0,C12,tao_110_iss,0.6695973692090552,60946.25201106771
sigma_110_s,a0,C12,tao_112_iss,0.6138476450019272,71229.8769717448
sigma_110_s,a0,C12,tao_123_iss,0.6615153182939056,62437.07159280597
sigma_110_s,a0,C44,Ac,0.5194962096407983,88633.99492128905
sigma_110_s,a0,C44,Ecoh_(eV),0.5144285426199943,89568.77958271484
sigma_110_s,a0,C44,gamma_110_usf,0.2951209912040704,130022.37180904945
sigma_110_s,a0,C44,gamma_112_usf,0.406325538288313,109509.5195501302
sigma_110_s,a0,C44,gamma_123_usf,0.46680574440212724,98353.30728066408
sigma_110_s,a0,C44,tao_110_iss,0.694665844977214,56322.10710628257
sigma_110_s,a0,C44,tao_112_iss,0.5467763500910541,83601.88512604168
sigma_110_s,a0,C44,tao_123_iss,0.6024070396092364,73340.2173699219
sigma_110_s,a0,Ac,Ecoh_(eV),0.4533636580791239,100832.84195820313
sigma_110_s,a0,Ac,gamma_110_usf,0.38118912649540126,114146.19597161456
sigma_110_s,a0,Ac,gamma_112_usf,0.4883573994488895,94377.87707119138
sigma_110_s,a0,Ac,gamma_123_usf,0.4692843643251905,97896.09967880859
sigma_110_s,a0,Ac,tao_110_iss,0.5745824752533683,78472.75189990235
sigma_110_s,a0,Ac,tao_112_iss,0.5473885962006465,83488.94987005209
sigma_110_s,a0,Ac,tao_123_iss,0.4315831275839555,104850.49065947266
sigma_110_s,a0,Ecoh_(eV),gamma_110_usf,0.5220693560060445,88159.35091962891
sigma_110_s,a0,Ecoh_(eV),gamma_112_usf,0.4206906666527865,106859.72002711588
sigma_110_s,a0,Ecoh_(eV),gamma_123_usf,0.5743055666439956,78523.83061513671
sigma_110_s,a0,Ecoh_(eV),tao_110_iss,0.64955431381873,64643.40509355469
sigma_110_s,a0,Ecoh_(eV),tao_112_iss,0.6049845398588688,72864.77024833985
sigma_110_s,a0,Ecoh_(eV),tao_123_iss,0.5433414885216267,84235.48159085285
sigma_110_s,a0,gamma_110_usf,gamma_112_usf,0.35223404742515724,119487.2658710612
sigma_110_s,a0,gamma_110_usf,gamma_123_usf,0.35545514001410367,118893.10135061847
sigma_110_s,a0,gamma_110_usf,tao_110_iss,0.477735974174804,96337.11105162761
sigma_110_s,a0,gamma_110_usf,tao_112_iss,0.3741686064188776,115441.20498776039
sigma_110_s,a0,gamma_110_usf,tao_123_iss,0.3934670562382491,111881.40226070963
sigma_110_s,a0,gamma_112_usf,gamma_123_usf,0.38892254303828144,112719.6856790039
sigma_110_s,a0,gamma_112_usf,tao_110_iss,0.40473520680080344,109802.87297587888
sigma_110_s,a0,gamma_112_usf,tao_112_iss,0.3410280541099417,121554.32959567057
sigma_110_s,a0,gamma_112_usf,tao_123_iss,0.4384849985740343,103577.36771943358
sigma_110_s,a0,gamma_123_usf,tao_110_iss,0.431748479156979,104819.98981686197
sigma_110_s,a0,gamma_123_usf,tao_112_iss,0.3677170221074592,116631.26779801432
sigma_110_s,a0,gamma_123_usf,tao_123_iss,0.5497534927737102,83052.71974023437
sigma_110_s,a0,tao_110_iss,tao_112_iss,0.603250214613413,73184.68484231771
sigma_110_s,a0,tao_110_iss,tao_123_iss,0.5313062435835383,86455.50952845052
sigma_110_s,a0,tao_112_iss,tao_123_iss,0.5952858268513083,74653.80021376954
sigma_110_s,C11,C12,C44,0.10737594132531114,164653.9275456055
sigma_110_s,C11,C12,Ac,0.5752920178324812,78341.86928333335
sigma_110_s,C11,C12,Ecoh_(eV),0.4560854836505419,100330.77250794273
sigma_110_s,C11,C12,gamma_110_usf,0.24606095572313727,139072.0130874349
sigma_110_s,C11,C12,gamma_112_usf,0.2087845620808607,145948.0372750977
sigma_110_s,C11,C12,gamma_123_usf,0.3152896779407793,126302.04469892582
sigma_110_s,C11,C12,tao_110_iss,0.4346821473218568,104278.84376464842
sigma_110_s,C11,C12,tao_112_iss,0.3663764994336686,116878.54135182295
sigma_110_s,C11,C12,tao_123_iss,0.48837355365981083,94374.89725651043
sigma_110_s,C11,C44,Ac,0.3814006810002579,114107.17251064452
sigma_110_s,C11,C44,Ecoh_(eV),0.1021899053859054,165610.54660322264
sigma_110_s,C11,C44,gamma_123_usf,0.0718843694075942,171200.72253082684
sigma_110_s,C11,C44,tao_110_iss,0.27613835796890174,133523.91883430994
sigma_110_s,C11,C44,tao_112_iss,0.3874840337044601,112985.0339063151
sigma_110_s,C11,C44,tao_123_iss,0.2961991293655765,129823.49784749352
sigma_110_s,C11,Ac,Ecoh_(eV),0.3963720187369813,111345.55127154948
sigma_110_s,C11,Ac,gamma_110_usf,0.4288836048045607,105348.44612438155
sigma_110_s,C11,Ac,gamma_112_usf,0.3847385353642465,113491.47004860027
sigma_110_s,C11,Ac,gamma_123_usf,0.4044941186116497,109847.34423658853
sigma_110_s,C11,Ac,tao_110_iss,0.49148821987512736,93800.36420380861
sigma_110_s,C11,Ac,tao_112_iss,0.5085391770404256,90655.13521474611
sigma_110_s,C11,Ac,tao_123_iss,0.39062910859266187,112404.89165299479
sigma_110_s,C11,Ecoh_(eV),gamma_110_usf,0.1982437719717549,147892.39724840494
sigma_110_s,C11,Ecoh_(eV),gamma_112_usf,0.09928757863218733,166145.91140139973
sigma_110_s,C11,Ecoh_(eV),gamma_123_usf,0.1528473684871189,156266.24294251302
sigma_110_s,C11,Ecoh_(eV),tao_110_iss,0.18427079323425274,150469.86063434248
sigma_110_s,C11,Ecoh_(eV),tao_112_iss,0.3677664477448214,116622.15071761068
sigma_110_s,C11,Ecoh_(eV),tao_123_iss,0.34371629369343,121058.45543531897
sigma_110_s,C11,gamma_110_usf,gamma_112_usf,0.10851780566839742,164443.2986173503
sigma_110_s,C11,gamma_110_usf,gamma_123_usf,0.21871548501729188,144116.17373776046
sigma_110_s,C11,gamma_110_usf,tao_110_iss,0.1903924781529053,149340.6512485352
sigma_110_s,C11,gamma_110_usf,tao_112_iss,0.3659479460148703,116957.59255247396
sigma_110_s,C11,gamma_110_usf,tao_123_iss,0.3068365984835402,127861.3044107422
sigma_110_s,C11,gamma_112_usf,gamma_123_usf,0.10583579578479667,164938.02364381513
sigma_110_s,C11,gamma_112_usf,tao_110_iss,0.30005170383119584,129112.84983082685
sigma_110_s,C11,gamma_112_usf,tao_112_iss,0.22281384619402642,143360.1877684245
sigma_110_s,C11,gamma_112_usf,tao_123_iss,0.2824006849071541,132368.76654378255
sigma_110_s,C11,gamma_123_usf,tao_110_iss,0.3366581026995929,122360.41324970704
sigma_110_s,C11,gamma_123_usf,tao_112_iss,0.33003674270152356,123581.79297701827
sigma_110_s,C11,gamma_123_usf,tao_123_iss,0.23954328581523618,140274.2660833659
sigma_110_s,C11,tao_110_iss,tao_112_iss,0.4595243810684903,99696.43158828125
sigma_110_s,C11,tao_110_iss,tao_123_iss,0.3675435790016122,116663.2612092448
sigma_110_s,C11,tao_112_iss,tao_123_iss,0.33165435789105313,123283.40678450519
sigma_110_s,C12,C44,Ac,0.5077880451400996,90793.68942050783
sigma_110_s,C12,C44,Ecoh_(eV),0.27876277540951144,133039.8173417318
sigma_110_s,C12,C44,gamma_110_usf,0.03994095153032007,177093.02305937503
sigma_110_s,C12,C44,gamma_123_usf,0.05603671250164697,174123.99008854164
sigma_110_s,C12,C44,tao_110_iss,0.3868227114810551,113107.02176940108
sigma_110_s,C12,C44,tao_112_iss,0.15924593451272215,155085.95991458336
sigma_110_s,C12,C44,tao_123_iss,0.31996299592032523,125440.00187975261
sigma_110_s,C12,Ac,Ecoh_(eV),0.5863513014993688,76301.86770159505
sigma_110_s,C12,Ac,gamma_110_usf,0.4282501496422542,105465.29361396485
sigma_110_s,C12,Ac,gamma_112_usf,0.39917177086775224,110829.10744505208
sigma_110_s,C12,Ac,gamma_123_usf,0.3987781954968061,110901.70657565103
sigma_110_s,C12,Ac,tao_110_iss,0.580350826284783,77408.71867835289
sigma_110_s,C12,Ac,tao_112_iss,0.537184843793481,85371.13968245442
sigma_110_s,C12,Ac,tao_123_iss,0.4786144580009612,96175.06543919271
sigma_110_s,C12,Ecoh_(eV),gamma_110_usf,0.13026655917450755,160431.5115170573
sigma_110_s,C12,Ecoh_(eV),gamma_112_usf,0.19176052929843657,149088.29977760414
sigma_110_s,C12,Ecoh_(eV),gamma_123_usf,0.1337275907722164,159793.08771435553
sigma_110_s,C12,Ecoh_(eV),tao_110_iss,0.4118381800315331,108492.65460530599
sigma_110_s,C12,Ecoh_(eV),tao_112_iss,0.4746429095528671,96907.65946246746
sigma_110_s,C12,Ecoh_(eV),tao_123_iss,0.41556460664643796,107805.27589095052
sigma_110_s,C12,gamma_110_usf,gamma_112_usf,0.08175891408869058,169379.25855764974
sigma_110_s,C12,gamma_110_usf,tao_110_iss,0.272014685774895,134284.57368789063
sigma_110_s,C12,gamma_110_usf,tao_112_iss,0.25778856032936265,136908.73265559893
sigma_110_s,C12,gamma_110_usf,tao_123_iss,0.22279755235615695,143363.19333876955
sigma_110_s,C12,gamma_112_usf,gamma_123_usf,0.03463819402902787,178071.17264085283
sigma_110_s,C12,gamma_112_usf,tao_110_iss,0.29263624957691164,130480.70862382815
sigma_110_s,C12,gamma_112_usf,tao_112_iss,0.2433868385322453,139565.2822234375
sigma_110_s,C12,gamma_112_usf,tao_123_iss,0.2966739550147378,129735.91124563802
sigma_110_s,C12,gamma_123_usf,tao_110_iss,0.33817266251308736,122081.03670885418
sigma_110_s,C12,gamma_123_usf,tao_112_iss,0.23204743138333264,141656.95553759765
sigma_110_s,C12,gamma_123_usf,tao_123_iss,0.27415634897786195,133889.52130898437
sigma_110_s,C12,tao_110_iss,tao_112_iss,0.5032519843447001,91630.41370358074
sigma_110_s,C12,tao_110_iss,tao_123_iss,0.5540481259045336,82260.52933769529
sigma_110_s,C12,tao_112_iss,tao_123_iss,0.5209710191863315,88361.95073684897
sigma_110_s,C44,Ac,Ecoh_(eV),0.3695890889401148,116285.94531468098
sigma_110_s,C44,Ac,gamma_110_usf,0.2833372028597721,132196.01592428383
sigma_110_s,C44,Ac,gamma_112_usf,0.21815746417812196,144219.10657037763
sigma_110_s,C44,Ac,gamma_123_usf,0.4536502154590112,100779.9834254232
sigma_110_s,C44,Ac,tao_110_iss,0.4431031130666923,102725.50776598307
sigma_110_s,C44,Ac,tao_112_iss,0.5437687739359329,84156.66428701172
sigma_110_s,C44,Ac,tao_123_iss,0.392805735426089,112003.38986347658
sigma_110_s,C44,Ecoh_(eV),gamma_123_usf,0.10406631778283203,165264.42253470054
sigma_110_s,C44,Ecoh_(eV),tao_110_iss,0.4632912146116975,99001.59938958334
sigma_110_s,C44,Ecoh_(eV),tao_112_iss,0.36934910990155106,116330.21198085939
sigma_110_s,C44,Ecoh_(eV),tao_123_iss,0.13439600805897303,159669.79109195966
sigma_110_s,C44,gamma_110_usf,tao_110_iss,0.08491598180096989,168796.9041013672
sigma_110_s,C44,gamma_110_usf,tao_123_iss,0.10110555794706184,165810.5659315104
sigma_110_s,C44,gamma_123_usf,tao_110_iss,0.02609199699634838,179647.60887213543
sigma_110_s,C44,gamma_123_usf,tao_112_iss,0.04780289605113435,175642.80442486983
sigma_110_s,C44,tao_110_iss,tao_112_iss,0.4741582912774498,96997.05241757816
sigma_110_s,C44,tao_110_iss,tao_123_iss,0.5055362273900124,91209.06096809897
sigma_110_s,C44,tao_112_iss,tao_123_iss,0.32910573300248286,123753.52754101565
sigma_110_s,Ac,Ecoh_(eV),gamma_110_usf,0.2582712292047787,136819.69928789066
sigma_110_s,Ac,Ecoh_(eV),gamma_112_usf,0.35933918670659426,118176.6479495768
sigma_110_s,Ac,Ecoh_(eV),gamma_123_usf,0.26021339912990166,136461.44554934895
sigma_110_s,Ac,Ecoh_(eV),tao_110_iss,0.41439192196890645,108021.58995514327
sigma_110_s,Ac,Ecoh_(eV),tao_112_iss,0.4475364672306603,101907.72880494791
sigma_110_s,Ac,Ecoh_(eV),tao_123_iss,0.28727997617995465,131468.72977701828
sigma_110_s,Ac,gamma_110_usf,gamma_112_usf,0.3511995948958622,119678.08155673831
sigma_110_s,Ac,gamma_110_usf,gamma_123_usf,0.38181069888690683,114031.54038450522
sigma_110_s,Ac,gamma_110_usf,tao_110_iss,0.4316540121834939,104837.41524703777
sigma_110_s,Ac,gamma_110_usf,tao_112_iss,0.41442826305501357,108014.8864583008
sigma_110_s,Ac,gamma_110_usf,tao_123_iss,0.4224715736595888,106531.21293567709
sigma_110_s,Ac,gamma_112_usf,gamma_123_usf,0.39689712921928,111248.6891015625
sigma_110_s,Ac,gamma_112_usf,tao_110_iss,0.3798371714488091,114395.57834723308
sigma_110_s,Ac,gamma_112_usf,tao_112_iss,0.5079585652392761,90762.23518870444
sigma_110_s,Ac,gamma_112_usf,tao_123_iss,0.36762175464647995,116648.840886556
sigma_110_s,Ac,gamma_123_usf,tao_110_iss,0.4624506111074518,99156.65757688803
sigma_110_s,Ac,gamma_123_usf,tao_112_iss,0.381415251769722,114104.48477845055
sigma_110_s,Ac,gamma_123_usf,tao_123_iss,0.4023907685855333,110235.32934570312
sigma_110_s,Ac,tao_110_iss,tao_112_iss,0.4662075276192052,98463.65467929689
sigma_110_s,Ac,tao_110_iss,tao_123_iss,0.39045233274742125,112437.4998231771
sigma_110_s,Ac,tao_112_iss,tao_123_iss,0.4274777539672541,105607.77014736326
sigma_110_s,Ecoh_(eV),gamma_110_usf,tao_110_iss,0.038915267288679424,177282.22134186196
sigma_110_s,Ecoh_(eV),gamma_110_usf,tao_112_iss,0.22698125642777725,142591.46497184245
sigma_110_s,Ecoh_(eV),gamma_110_usf,tao_123_iss,0.26994392085208885,134666.54813082685
sigma_110_s,Ecoh_(eV),gamma_112_usf,tao_110_iss,0.13596257344193566,159380.82157500004
sigma_110_s,Ecoh_(eV),gamma_112_usf,tao_112_iss,0.12968131480790288,160539.46601660157
sigma_110_s,Ecoh_(eV),gamma_112_usf,tao_123_iss,0.2237445381970864,143188.51180680338
sigma_110_s,Ecoh_(eV),gamma_123_usf,tao_110_iss,0.2555393939263366,137323.61513424478
sigma_110_s,Ecoh_(eV),gamma_123_usf,tao_112_iss,0.16064697660890714,154827.52291464843
sigma_110_s,Ecoh_(eV),gamma_123_usf,tao_123_iss,0.20095632860347248,147392.037551888
sigma_110_s,Ecoh_(eV),tao_110_iss,tao_112_iss,0.2397067155910929,140244.11973652345
sigma_110_s,Ecoh_(eV),tao_110_iss,tao_123_iss,0.1161108069102761,163042.68940882164
sigma_110_s,Ecoh_(eV),tao_112_iss,tao_123_iss,0.053267484469192015,174634.80342298184
sigma_110_s,gamma_110_usf,gamma_112_usf,tao_110_iss,0.1263616496727713,161151.813283431
sigma_110_s,gamma_110_usf,gamma_112_usf,tao_112_iss,0.1574041855786883,155425.689941569
sigma_110_s,gamma_110_usf,gamma_112_usf,tao_123_iss,0.1226209316144752,161841.82820533853
sigma_110_s,gamma_110_usf,gamma_123_usf,tao_110_iss,0.09602402855689775,166747.90765325518
sigma_110_s,gamma_110_usf,gamma_123_usf,tao_112_iss,0.16658651933182314,153731.91157900394
sigma_110_s,gamma_110_usf,gamma_123_usf,tao_123_iss,0.1581546947425506,155287.25060611978
sigma_110_s,gamma_110_usf,tao_110_iss,tao_112_iss,0.333684361641387,122908.95116998698
sigma_110_s,gamma_110_usf,tao_110_iss,tao_123_iss,0.43845360361445224,103583.15885104168
sigma_110_s,gamma_110_usf,tao_112_iss,tao_123_iss,0.37420755057730654,115434.02132675781
sigma_110_s,gamma_112_usf,gamma_123_usf,tao_110_iss,0.18949638150821682,149505.94573121748
sigma_110_s,gamma_112_usf,gamma_123_usf,tao_112_iss,0.10989801972098488,164188.70356985673
sigma_110_s,gamma_112_usf,gamma_123_usf,tao_123_iss,0.027826894700044097,179327.588682194
sigma_110_s,gamma_112_usf,tao_110_iss,tao_112_iss,0.28187112763283867,132466.4489714844
sigma_110_s,gamma_112_usf,tao_110_iss,tao_123_iss,0.25825598896859253,136822.51051028643
sigma_110_s,gamma_112_usf,tao_112_iss,tao_123_iss,0.29815102242818997,129463.4505736328
sigma_110_s,gamma_123_usf,tao_110_iss,tao_112_iss,0.41214354185463103,108436.32739453128
sigma_110_s,gamma_123_usf,tao_110_iss,tao_123_iss,0.2055170846882579,146550.75796207684
sigma_110_s,gamma_123_usf,tao_112_iss,tao_123_iss,0.1517612588668397,156466.58732376303
sigma_110_s,tao_110_iss,tao_112_iss,tao_123_iss,0.4235588818713007,106330.64746158854
sigma_112_e,Nb,Ta,C11,0.5331182911195101,42404.389475455726
sigma_112_e,Nb,Ta,C12,0.6565037984637638,31197.938227669263
sigma_112_e,Nb,Ta,C44,0.4833699285738944,46922.7694013021
sigma_112_e,Nb,Ta,gamma_110_usf,0.753211406801948,22414.49905836589
sigma_112_e,Nb,Ta,gamma_112_usf,0.7506457505519988,22647.524008398443
sigma_112_e,Nb,Ta,gamma_123_usf,0.7527573162016892,22455.74169928386
sigma_112_e,Nb,Ta,tao_110_iss,0.34744560568363814,59268.05476458332
sigma_112_e,Nb,Ta,tao_112_iss,0.41168565319028166,53433.47195146483
sigma_112_e,Nb,Ta,tao_123_iss,0.10489666624369519,81297.48855742185
sigma_112_e,Nb,Ti,C11,0.5549183164476649,40424.40879296875
sigma_112_e,Nb,Ti,C12,0.6450805945066241,32235.44725927734
sigma_112_e,Nb,Ti,C44,0.5834567479724856,37832.41441328126
sigma_112_e,Nb,Ti,Ac,0.012906978526273177,89652.42401858726
sigma_112_e,Nb,Ti,gamma_110_usf,0.7509900070686788,22616.257014778646
sigma_112_e,Nb,Ti,gamma_112_usf,0.7805472709385152,19931.72749664714
sigma_112_e,Nb,Ti,gamma_123_usf,0.7755296872295371,20387.448013802088
sigma_112_e,Nb,Ti,tao_110_iss,0.04097675898270592,87102.99472991534
sigma_112_e,Nb,Ti,tao_112_iss,0.05829162275761229,85530.37748391925
sigma_112_e,Nb,Mo,eta,0.3374888586193751,60172.373294075514
sigma_112_e,Nb,Mo,a0,0.32111786852819246,61659.26349928385
sigma_112_e,Nb,Mo,C11,0.6378736441374853,32890.01633870442
sigma_112_e,Nb,Mo,C12,0.6368436159067338,32983.5683400716
sigma_112_e,Nb,Mo,C44,0.6694594916192117,30021.24132985026
sigma_112_e,Nb,Mo,Ac,0.432617173637497,51532.372961132816
sigma_112_e,Nb,Mo,Ecoh_(eV),0.6743077747885519,29580.897482812492
sigma_112_e,Nb,Mo,gamma_110_usf,0.7655825839123122,21290.89065289714
sigma_112_e,Nb,Mo,gamma_112_usf,0.786303468043855,19408.922641992187
sigma_112_e,Nb,Mo,gamma_123_usf,0.7629280524040127,21531.987671289062
sigma_112_e,Nb,Mo,tao_110_iss,0.6667098183715341,30270.979567838527
sigma_112_e,Nb,Mo,tao_112_iss,0.6600482983083532,30876.010105305973
sigma_112_e,Nb,Mo,tao_123_iss,0.6199177340480214,34520.85642161456
sigma_112_e,Nb,Hf,C11,0.5318676566020094,42517.977975846356
sigma_112_e,Nb,Hf,C12,0.6443054462304433,32305.849866145825
sigma_112_e,Nb,Hf,C44,0.6190214542393275,34602.260763151055
sigma_112_e,Nb,Hf,Ac,0.02857384014610138,88229.48606803386
sigma_112_e,Nb,Hf,gamma_110_usf,0.802665434286392,17922.852025097654
sigma_112_e,Nb,Hf,gamma_112_usf,0.7174977464932648,25658.18141412761
sigma_112_e,Nb,Hf,gamma_123_usf,0.7548361887950749,22266.928727083334
sigma_112_e,Nb,Hf,tao_110_iss,0.22844641193143844,70076.12041194661
sigma_112_e,Nb,Hf,tao_112_iss,0.30972694272480433,62693.84087737629
sigma_112_e,Nb,Hf,tao_123_iss,0.16801314476708681,75564.95355611977
sigma_112_e,Nb,Zr,C11,0.5776445546704584,38360.30510550131
sigma_112_e,Nb,Zr,C12,0.6488967889138512,31888.842560742178
sigma_112_e,Nb,Zr,C44,0.5972096654040904,36583.30986259766
sigma_112_e,Nb,Zr,gamma_110_usf,0.709273655342261,26405.131996289067
sigma_112_e,Nb,Zr,gamma_112_usf,0.7810887971322091,19882.543544498705
sigma_112_e,Nb,Zr,gamma_123_usf,0.7855446712583108,19477.840129687505
sigma_112_e,Nb,Zr,tao_110_iss,0.1417226872426079,77952.77637965493
sigma_112_e,Nb,Zr,tao_112_iss,0.1644982823015693,75884.18987252603
sigma_112_e,Nb,eta,C11,0.16440446361445576,75892.7109263021
sigma_112_e,Nb,eta,C12,0.4317743602597901,51608.92123030598
sigma_112_e,Nb,eta,C44,0.21271277367723318,71505.12333004556
sigma_112_e,Nb,eta,gamma_110_usf,0.39717359792937995,54751.524965039054
sigma_112_e,Nb,eta,gamma_112_usf,0.3858972543871846,55775.69544404297
sigma_112_e,Nb,eta,gamma_123_usf,0.2850281681112268,64937.09958372396
sigma_112_e,Nb,eta,tao_110_iss,0.11579536364617089,80307.61767441405
sigma_112_e,Nb,eta,tao_112_iss,0.027890160045045836,88291.58110566404
sigma_112_e,Nb,eta,tao_123_iss,0.1436790572621344,77775.08966653644
sigma_112_e,Nb,a0,C11,0.15549473912227119,76701.93394853515
sigma_112_e,Nb,a0,C12,0.25629181883207297,67547.06978336586
sigma_112_e,Nb,a0,C44,0.2179249808540408,71031.72619550781
sigma_112_e,Nb,a0,gamma_110_usf,0.35471838006647055,58607.50723909505
sigma_112_e,Nb,a0,gamma_112_usf,0.31473736190470575,62238.771076399746
sigma_112_e,Nb,a0,gamma_123_usf,0.4143509101926864,53191.400793326815
sigma_112_e,Nb,a0,tao_110_iss,0.0851929340891759,83087.07404879558
sigma_112_e,Nb,a0,tao_112_iss,0.012493836422894228,89689.94752470702
sigma_112_e,Nb,C11,C12,0.6143802451991853,35023.797165266915
sigma_112_e,Nb,C11,C44,0.6420047237623078,32514.812285872405
sigma_112_e,Nb,C11,Ac,0.21366182570060244,71418.92596813153
sigma_112_e,Nb,C11,Ecoh_(eV),0.6047213753810253,35901.0610843099
sigma_112_e,Nb,C11,gamma_110_usf,0.7038199588189942,26900.462327408855
sigma_112_e,Nb,C11,gamma_112_usf,0.6537009612045516,31452.505070865893
sigma_112_e,Nb,C11,gamma_123_usf,0.7106576129743923,26279.434464485676
sigma_112_e,Nb,C11,tao_110_iss,0.5971606072717836,36587.76555257162
sigma_112_e,Nb,C11,tao_112_iss,0.5986203188074654,36455.18769547526
sigma_112_e,Nb,C11,tao_123_iss,0.5183871643443704,43742.339592805976
sigma_112_e,Nb,C12,C44,0.6263527515696405,33936.39790872395
sigma_112_e,Nb,C12,Ac,0.42747375295324713,51999.522583365884
sigma_112_e,Nb,C12,Ecoh_(eV),0.6447909426946598,32261.75479716796
sigma_112_e,Nb,C12,gamma_110_usf,0.7389017050719443,23714.173373925776
sigma_112_e,Nb,C12,gamma_112_usf,0.758515669157804,21932.74104013671
sigma_112_e,Nb,C12,gamma_123_usf,0.7378215309294935,23812.2798625
sigma_112_e,Nb,C12,tao_110_iss,0.6358897864526821,33070.19961067707
sigma_112_e,Nb,C12,tao_112_iss,0.6433920349644612,32388.810167089832
sigma_112_e,Nb,C12,tao_123_iss,0.5219108415134316,43422.30268362628
sigma_112_e,Nb,C44,Ac,0.2863321159355642,64818.66891842447
sigma_112_e,Nb,C44,Ecoh_(eV),0.5155889942691908,43996.482540429686
sigma_112_e,Nb,C44,gamma_110_usf,0.7159869056682625,25795.403073404945
sigma_112_e,Nb,C44,gamma_112_usf,0.7119126944145145,26165.442073697926
sigma_112_e,Nb,C44,gamma_123_usf,0.6897573406048437,28177.69535764975
sigma_112_e,Nb,C44,tao_110_iss,0.5813731296529805,38021.65841461588
sigma_112_e,Nb,C44,tao_112_iss,0.5925498747003176,37006.53393867188
sigma_112_e,Nb,C44,tao_123_iss,0.5332963471426112,42388.21759121092
sigma_112_e,Nb,Ac,Ecoh_(eV),0.006429086344836539,90240.7766094401
sigma_112_e,Nb,Ac,gamma_110_usf,0.4950786345795098,45859.32973281251
sigma_112_e,Nb,Ac,gamma_112_usf,0.5183917117872293,43741.926572688804
sigma_112_e,Nb,Ac,gamma_123_usf,0.5703279473023826,39024.833748567704
sigma_112_e,Nb,Ac,tao_110_iss,0.14431110198862082,77717.6843961263
sigma_112_e,Nb,Ac,tao_112_iss,0.25854681282402353,67342.26063860676
sigma_112_e,Nb,Ac,tao_123_iss,0.26483506692780856,66771.13186858722
sigma_112_e,Nb,Ecoh_(eV),gamma_110_usf,0.7759267374759835,20351.386045703115
sigma_112_e,Nb,Ecoh_(eV),gamma_112_usf,0.7461465675504803,23056.16093867188
sigma_112_e,Nb,Ecoh_(eV),gamma_123_usf,0.7800458891880399,19977.26534192709
sigma_112_e,Nb,Ecoh_(eV),tao_110_iss,0.14875309050541552,77314.24213756509
sigma_112_e,Nb,Ecoh_(eV),tao_112_iss,0.16521349758471301,75819.23066155596
sigma_112_e,Nb,Ecoh_(eV),tao_123_iss,0.08426758989919997,83171.11815393878
sigma_112_e,Nb,gamma_110_usf,gamma_112_usf,0.7966021472405806,18473.548230371103
sigma_112_e,Nb,gamma_110_usf,gamma_123_usf,0.7949474350309046,18623.83696448568
sigma_112_e,Nb,gamma_110_usf,tao_110_iss,0.6966904511733195,27547.997694986978
sigma_112_e,Nb,gamma_110_usf,tao_112_iss,0.7260463941925176,24881.7530819987
sigma_112_e,Nb,gamma_110_usf,tao_123_iss,0.6008471096124054,36252.940096614584
sigma_112_e,Nb,gamma_112_usf,gamma_123_usf,0.7944836703463621,18665.95825117188
sigma_112_e,Nb,gamma_112_usf,tao_110_iss,0.7047764157978275,26813.59241266276
sigma_112_e,Nb,gamma_112_usf,tao_112_iss,0.7219073511456401,25257.68041022135
sigma_112_e,Nb,gamma_112_usf,tao_123_iss,0.6503071607541141,31760.74596650391
sigma_112_e,Nb,gamma_123_usf,tao_110_iss,0.7175262136438777,25655.595893815105
sigma_112_e,Nb,gamma_123_usf,tao_112_iss,0.735667453123993,24007.92332526042
sigma_112_e,Nb,gamma_123_usf,tao_123_iss,0.6158949660956768,34886.22309967448
sigma_112_e,Nb,tao_110_iss,tao_112_iss,0.13068340094934086,78955.41620598955
