target,feature_1,feature_2,feature_3,avg_R2,FF,FFS,SF,SFS,TF,TFS
sigma_112_e,Ecoh_(eV),gamma_110_usf,gamma_112_usf,0.8017713831776452,gamma_110_usf,0.4772893319681613,gamma_112_usf,0.30145886443115344,Ecoh_(eV),0.0031033718896766502
sigma_112_e,Ecoh_(eV),gamma_110_usf,gamma_123_usf,0.7514115807901506,gamma_110_usf,0.4312961390914059,gamma_123_usf,0.37431033472859093,Ecoh_(eV),-0.0006455073711744581
sigma_112_e,Ecoh_(eV),gamma_112_usf,gamma_123_usf,0.7817446035471952,gamma_123_usf,0.4319258628030766,gamma_112_usf,0.37155452866526756,Ecoh_(eV),0.0011159327402070485
sigma_112_e,Ecoh_(eV),gamma_112_usf,tao_112_iss,0.7278724798435641,gamma_112_usf,0.7770966926661863,tao_112_iss,0.08793443997237328,Ecoh_(eV),-0.0006993119846719584
sigma_112_e,gamma_110_usf,gamma_112_usf,gamma_123_usf,0.7974873876814313,gamma_123_usf,0.34651888778831613,gamma_110_usf,0.2007845974253422,gamma_112_usf,0.1905809727108562
sigma_112_e,gamma_110_usf,gamma_112_usf,tao_110_iss,0.7634121966643246,gamma_112_usf,0.35639002685835064,gamma_110_usf,0.26069079544603313,tao_110_iss,0.09477565195931942
sigma_112_e,gamma_110_usf,gamma_112_usf,tao_112_iss,0.7586167186747358,gamma_112_usf,0.33550935277949484,gamma_110_usf,0.308463275520983,tao_112_iss,0.0674983019957458
sigma_112_e,gamma_110_usf,gamma_123_usf,tao_110_iss,0.76242432992674,gamma_110_usf,0.3334646901192531,gamma_123_usf,0.27133000553204806,tao_110_iss,0.07516093200110473
sigma_112_e,gamma_110_usf,gamma_123_usf,tao_112_iss,0.7486336309142047,gamma_110_usf,0.3940481705157699,gamma_123_usf,0.2835132819422172,tao_112_iss,0.05571264929541107
sigma_112_e,gamma_112_usf,gamma_123_usf,tao_110_iss,0.763984393707993,gamma_123_usf,0.3477680586235421,gamma_112_usf,0.33516096288915603,tao_110_iss,0.04523672159956768
sigma_112_e,gamma_112_usf,gamma_123_usf,tao_112_iss,0.7198473222541325,gamma_123_usf,0.32840362548112645,gamma_112_usf,0.29435020810409845,tao_112_iss,0.07144345305967575
sigma_112_s,Ti,Zr,a0,0.7111426407586655,a0,1.4130270086813732,Zr,-0.00046212433251859443,Ti,-0.002424094071587816
sigma_112_s,Zr,a0,Ecoh_(eV),0.7196455557334126,a0,1.2198539932938983,Zr,0.001725520577527218,Ecoh_(eV),-0.0021189874963683706
sigma_123_e,Nb,Mo,C44,0.788029801942551,Mo,0.5652801654647039,C44,0.29087813208479046,Nb,0.0
sigma_123_e,Ti,Mo,C44,0.7557430032854967,Mo,0.472203921809784,C44,0.21671337148184966,Ti,0.005971213146786662
sigma_123_e,Mo,Hf,C44,0.7952639735750625,Mo,0.663663616282305,C44,0.2737380910855436,Hf,0.023582102470101274
sigma_123_e,Mo,C44,gamma_123_usf,0.7176404135632226,Mo,0.28088909251118516,gamma_123_usf,0.20635217091184732,C44,0.13179995915387563
